GBOV_ID;Site;GROUND_DATA_PI;GROUND_DATA_PIs_Email;GBOV_Email;Network;Elevation;IGBP_class;Lat_IS;Lon_IS;TIME_IS;Version;SW_IN;SW_OUT;SW_DIF;QC_SW_IN;QC_SW_DIF;QC_SW_OUT
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T160000Z;2.0;14.83993948;4.437086678;-999.0;0.0;1.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T163000Z;2.0;1.770178883;2.677220485;-999.0;0.0;1.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T170000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T173000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T180000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T183000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T190000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T193000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T200000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T203000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T210000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T213000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T220000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T223000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T230000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210101T233000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T000000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T003000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T010000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T013000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T020000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T023000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T030000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T033000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T040000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T043000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T050000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T053000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T060000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T063000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T070000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T073000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T080000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T083000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T090000Z;2.0;13.33391271;0.67741596;12.5478652166;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T093000Z;2.0;20.2156473;1.496197283;18.7742878012;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T100000Z;2.0;38.26539289;3.130572078;33.8102815177;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T103000Z;2.0;68.57239878;5.634127644;55.540203445;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T110000Z;2.0;91.59450022;7.668171867;69.4831635661;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T113000Z;2.0;101.0124923;8.593502667;74.4532564307;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T120000Z;2.0;95.74360811;7.910714367;71.2987661417;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T123000Z;2.0;114.8929344;9.3937404;77.3964581125;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T130000Z;2.0;80.66348289;6.124547233;60.0534200271;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T133000Z;2.0;104.3243187;8.426789322;63.4996345217;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T140000Z;2.0;98.08445311;8.622425344;51.2831241039;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T143000Z;2.0;66.79941411;5.865927433;33.4127912672;0.0;0.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T150000Z;2.0;55.693013;5.255152144;-999.0;0.0;1.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T153000Z;2.0;23.34719111;1.986427089;-999.0;0.0;1.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T160000Z;2.0;10.2044899;1.162057;-999.0;0.0;1.0;0.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T163000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T170000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T173000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T180000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T183000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T190000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T193000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T200000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T203000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T210000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T213000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T220000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T223000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T230000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210102T233000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210103T000000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210103T003000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210103T010000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210103T013000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210103T020000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210103T023000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210103T030000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
GBOV_RM1_288;Brasschaat;Ivan Janssens;Ivan.Janssens@uantwerpen.be;support-copernicus-gbov@acri-st.fr;FluxNet;16;Mixed Forest;51.3075;4.5199;20210103T033000Z;2.0;-999.0;-999.0;-999.0;1.0;1.0;1.0
